sku,type,title,photo_group,photo_order,photo_count,source_file,hosted_file,raw_url
PKM-20260915-001,Water,Pokemon Team Magma vs Team Aqua Sealeo 16/95 EX 2004,1,1,5,IMG_7191.HEIC,individuals/20260915/001-01.jpg,https://raw.githubusercontent.com/chandlersimon/pokemon-ebay-images/main/individuals/20260915/001-01.jpg
PKM-20260915-001,Water,Pokemon Team Magma vs Team Aqua Sealeo 16/95 EX 2004,1,2,5,IMG_7192.HEIC,individuals/20260915/001-02.jpg,https://raw.githubusercontent.com/chandlersimon/pokemon-ebay-images/main/individuals/20260915/001-02.jpg
PKM-20260915-001,Water,Pokemon Team Magma vs Team Aqua Sealeo 16/95 EX 2004,1,3,5,IMG_7193.HEIC,individuals/20260915/001-03.jpg,https://raw.githubusercontent.com/chandlersimon/pokemon-ebay-images/main/individuals/20260915/001-03.jpg
PKM-20260915-001,Water,Pokemon Team Magma vs Team Aqua Sealeo 16/95 EX 2004,1,4,5,IMG_7194.HEIC,individuals/20260915/001-04.jpg,https://raw.githubusercontent.com/chandlersimon/pokemon-ebay-images/main/individuals/20260915/001-04.jpg
PKM-20260915-001,Water,Pokemon Team Magma vs Team Aqua Sealeo 16/95 EX 2004,1,5,5,IMG_7195.HEIC,individuals/20260915/001-05.jpg,https://raw.githubusercontent.com/chandlersimon/pokemon-ebay-images/main/individuals/20260915/001-05.jpg
PKM-20260915-002,Water,Pokemon EX Dragon Mudkip 65/97 2003,2,1,5,IMG_7196.HEIC,individuals/20260915/002-01.jpg,https://raw.githubusercontent.com/chandlersimon/pokemon-ebay-images/main/individuals/20260915/002-01.jpg
PKM-20260915-002,Water,Pokemon EX Dragon Mudkip 65/97 2003,2,2,5,IMG_7197.HEIC,individuals/20260915/002-02.jpg,https://raw.githubusercontent.com/chandlersimon/pokemon-ebay-images/main/individuals/20260915/002-02.jpg
PKM-20260915-002,Water,Pokemon EX Dragon Mudkip 65/97 2003,2,3,5,IMG_7198.HEIC,individuals/20260915/002-03.jpg,https://raw.githubusercontent.com/chandlersimon/pokemon-ebay-images/main/individuals/20260915/002-03.jpg
PKM-20260915-002,Water,Pokemon EX Dragon Mudkip 65/97 2003,2,4,5,IMG_7199.HEIC,individuals/20260915/002-04.jpg,https://raw.githubusercontent.com/chandlersimon/pokemon-ebay-images/main/individuals/20260915/002-04.jpg
PKM-20260915-002,Water,Pokemon EX Dragon Mudkip 65/97 2003,2,5,5,IMG_7200.HEIC,individuals/20260915/002-05.jpg,https://raw.githubusercontent.com/chandlersimon/pokemon-ebay-images/main/individuals/20260915/002-05.jpg
PKM-20260915-003,Water,Pokemon Crystal Guardians Mudkip 57/100 EX 2006,3,1,5,IMG_7201.HEIC,individuals/20260915/003-01.jpg,https://raw.githubusercontent.com/chandlersimon/pokemon-ebay-images/main/individuals/20260915/003-01.jpg
PKM-20260915-003,Water,Pokemon Crystal Guardians Mudkip 57/100 EX 2006,3,2,5,IMG_7202.HEIC,individuals/20260915/003-02.jpg,https://raw.githubusercontent.com/chandlersimon/pokemon-ebay-images/main/individuals/20260915/003-02.jpg
PKM-20260915-003,Water,Pokemon Crystal Guardians Mudkip 57/100 EX 2006,3,3,5,IMG_7203.HEIC,individuals/20260915/003-03.jpg,https://raw.githubusercontent.com/chandlersimon/pokemon-ebay-images/main/individuals/20260915/003-03.jpg
